id,identifier,max_recorded_devices,min_recorded_devices,wifi_access_location_id
1320,tue-sna94-E4-rFL155-1-1852,0,0,172
1321,tue-sna94-E4-rFL155-2-1852,0,0,172
1322,tue-sna94-E4-rFL53-1852,0,0,172
1323,tue-sna94-E4-rFL57-1852,0,0,172
1324,tue-sna94-E4-rFL78-1-1852,0,0,172
1325,tue-sna94-E4-rFL78-2-1852,0,0,172
1326,tue-sna94-E4-rFL81-1852,0,0,172
1327,tue-sna94-E5-Outdoor1-1562,1,1,172
1328,tue-sna94-E5-Outdoor2-1562,0,0,172
1329,tue-sna94-E5-r5B40-1852,0,0,172
1330,tue-sna94-E5-r5G15-1852,0,0,172
1331,tue-sna94-E5-r5H07-1852,0,0,172
1332,tue-sna94-E5-r5S02-1852,0,0,172
1333,tue-sna94-E5-rFL156-1852,0,0,172
1334,tue-sna94-E5-rFL57-1-1852,2,2,172
1335,tue-sna94-E5-rFL57-2-1852,1,1,172
1336,tue-sna94-E5-rFL71-1852,1,1,172
1337,tue-sna94-E5-rFL78-1-1852,0,0,172
1338,tue-sna94-E5-rFL78-2-1852,0,0,172
1339,tue-sna94-E5-rFL79-1852,2,2,172
1340,tue-sna94-E5-rFL81-1852,3,3,172
1341,tue-sna94-E6-r6B15-1852,0,0,172
1342,tue-sna94-E6-r6G16-1852,0,0,172
1343,tue-sna94-E6-r6U39-1852,0,0,172
1344,tue-sna94-E6-rFL155-1852,0,0,172
1345,tue-sna94-E6-rFL160-1-1852,0,0,172
1346,tue-sna94-E6-rFL160-2-1852,0,0,172
1347,tue-sna94-E6-rFL58-1852,0,0,172
1348,tue-sna94-E6-rFL71-1-1852,0,0,172
1349,tue-sna94-E6-rFL71-2-1852,0,0,172
1350,tue-sna94-E6-rFL78-1852,1,1,172
1351,tue-sna94-E6-rFL81-1-1852,1,1,172
1352,tue-sna94-E6-rFL81-2-1852,2,2,172
1353,tue-sul2-1OG-r1032-2702,1,1,173
1354,tue-sul2-1OG-r103-2702,1,1,173
1355,tue-sul2-1OG-r105-2702,0,0,173
1356,tue-sul2-1OG-r108-2702,0,0,173
1357,tue-sul2-2OG-Flur2-2702,0,0,173
1358,tue-sul2-2OG-Flur-2702,1,1,173
1359,tue-sul2-EG-r006-2702,0,0,173
1360,tue-sul2-EG-r008-2702,0,0,173
1361,tue-sul2-UG-U109-2702,0,0,173
1362,tue-wae67-DG-Flur-1131,0,0,174
1363,tue-wae67-DG-Flur-1852,0,0,174
1364,tue-wae67-DG-r305-1131,0,0,174
1365,tue-wae67-EG-r105-1142,0,0,174
1366,tue-wae67-EG-r105-1852,0,0,174
1367,tue-wae67-UG-r002-1131,0,0,174
1368,tue-wae67-UG-r002-1852,0,0,174
1369,tue-wae67-UG-r004-1131,0,0,174
1370,tue-wae67-UG-r004-1852,1,1,174
1371,tue-wae76-1OG-SR-2702,0,0,175
1372,tue-wae76-2OG-Flur-2702,0,0,175
1373,tue-wae76-EG-r032-2702,0,0,175
1374,tue-was12-EG-flur-r01-1852,1,1,176
1375,tue-was12-EG-flur-r05-1852,2,2,176
1376,tue-was12-EG-flur-r07-1852,1,1,176
1377,tue-was12-EG-flur-r10a-1852,0,0,176
1378,tue-was12-EG-r18-1852,0,0,176
1379,tue-was12-EG-r19-1852,0,0,176
1380,tue-was12-EG-r27-1852,1,1,176
1381,tue-wi106-EG-r010-2702,0,0,177
1382,tue-wi106-EG-r08b-2702,0,0,177
1383,tue-wi11-1OG-r107-2702,0,0,178
1384,tue-wi11-2OG-r201-2702,0,0,178
1385,tue-wi11-EG-r007-2702,0,0,178
1386,tue-wi124-Tennisheim-1131,0,0,179
1387,tue-wi133-1OG-r032-1142,0,0,180
1388,tue-wi133-1OG-r31-1852,0,0,180
1389,tue-wi133-1OG-r32-1852,4,4,180
1390,tue-wi133-2OG-r056-1142,0,0,180
1391,tue-wi133-2OG-r55-1852,0,0,180
1392,tue-wi133-2OG-r62-1131,0,0,180
1393,tue-wi133-2OG-r62-1852,0,0,180
1394,tue-wi133-EG-r20-1142,0,0,180
1395,tue-wi133-EG-r20-1852,0,0,180
1396,tue-wi133-EG-r21-1131,0,0,180
1397,tue-wi133-EG-r21-1852,0,0,180
1398,tue-wi133-r31-1131,0,0,180
1399,tue-wi19-1OG-r101-1131,0,0,181
1400,tue-wi19-1OG-r113-1131,0,0,181
1401,tue-wi19-1OG-r120-1131,0,0,181
1402,tue-wi19-1OG-r133-1131,0,0,181
1403,tue-wi19-1OG-Treppenhaus1-1131,0,0,181
1404,tue-wi19-2OG-r221-1131,0,0,181
1405,tue-wi19-2OG-r226-1131,0,0,181
1406,tue-wi19-2OG-r231-1142,0,0,181
1407,tue-wi19-2OG-Treppenhaus2-1131,0,0,181
1408,tue-wi19-3OG-r317-1131,0,0,181
1409,tue-wi19-3OG-r320-1142,0,0,181
1410,tue-wi19-3OG-r327-1142,0,0,181
1411,tue-wi19-3OG-Treppenhaus3-1131,0,0,181
1412,tue-wi19-EG-r001-1131,0,0,181
1413,tue-wi19-EG-r002-1131,0,0,181
1414,tue-wi19-UG-r19-1131,0,0,181
1415,tue-wi26-1OG-r104-1852,1,1,182
1416,tue-wi26-1OG-r111-1852,4,4,182
1417,tue-wi26-2OG-r205-1852,0,0,182
1418,tue-wi26-2OG-r209-1852,0,0,182
1419,tue-wi26-EG-Hoersaal-1852,2,2,182
1420,tue-wi26-EG-r08-1852,0,0,182
1421,tue-wi30-EG-Cafeteria-2702,0,0,183
1422,tue-wi30-EG-Nebenraum-2702,0,0,183
1423,tue-wi30-EG-r001-2702,1,1,183
1424,tue-wi30-OG-r102-2702,0,0,183
1425,tue-wi30-OG-r107-2702,0,0,183
1426,tue-wi30-OG-r112-Flur-2702,0,0,183
1427,tue-wi30-OG-r113-2702,0,0,183
1428,tue-wi30-OG-r116-2702,0,0,183
1429,tue-wi30-OG-r117-2702,0,0,183
1430,tue-wi30.1-1OG-r203-2702,2,2,184
1431,tue-wi31-1OG-r100-2702,0,0,185
1432,tue-wi31-2OG-r200-2702,0,0,185
1433,tue-wi31-3OG-r300-2702,1,1,185
1434,tue-wi31-EG-r001-2702,0,0,185
1435,tue-wi32-1OG-LuStZ-Holzwand-li-2702,0,0,186
1436,tue-wi32-1OG-LuStZ-Holzwand-re-2702,0,0,186
1437,tue-wi32-1OG-LuStZ-InfoZentrum-2702,0,0,186
1438,tue-wi32-1OG-LuStZ-Trennwand-2702,0,0,186
1439,tue-wi32-1OG-LustZ-Uhr-2702,0,0,186
1440,tue-wi32-1OG-rH106-2702,0,0,186
1441,tue-wi32-2OG-AusleihzentGalerie-2702,0,0,186
1442,tue-wi32-2OG-Postfachzimmer-2702,1,1,186
1443,tue-wi32-2OG-r232-2702,0,0,186
1444,tue-wi32-2OG-rH101-2702,0,0,186
1445,tue-wi32-EG-cafeteria1-2702,0,0,186
1446,tue-wi32-EG-cafeteria2-2702,0,0,186
1447,tue-wi32-EG-cafeteria3-2702,0,0,186
1448,tue-wi32-EG-rB004-2702,0,0,186
1449,tue-wi32-EG-rB005-2702,0,0,186
1450,tue-wi32-EG-rB006-2702,0,0,186
1451,tue-wi32-EG-rB008-2702,0,0,186
1452,tue-wi32-EG-rB018-1-2702,0,0,186
1453,tue-wi32-EG-rB018-2-2702,0,0,186
1454,tue-wi32-EG-rH023-Flur-2702,0,0,186
1455,tue-wi32-EG-wi15l-1562,2,2,186
1456,tue-wi32-EG-wi15r-1562,3,3,186
1457,tue-wi32-EG-wi36h-1562,1,1,186
1458,tue-wi32-EG-wi36v-1562,0,0,186
1459,tue-wi32-OG-rB114-Flur-2702,0,0,186
1460,tue-wi36-1OG-Flur1-2702,0,0,187
1461,tue-wi36-1OG-Flur2-2702,0,0,187
1462,tue-wi36-1OG-Flur3-2702,0,0,187
1463,tue-wi36-1OG-Flur4-2702,0,0,187
1464,tue-wi36-1OG-Flur5-2702,0,0,187
1465,tue-wi36-1OG-r101-2702,0,0,187
1466,tue-wi36-1OG-r123-1-2702,0,0,187
1467,tue-wi36-1OG-r123-2-2702,0,0,187
1468,tue-wi36-2OG-Flur1-2702,0,0,187
1469,tue-wi36-2OG-Flur2-2702,0,0,187
1470,tue-wi36-2OG-Flur3-2702,0,0,187
1471,tue-wi36-2OG-Flur4-2702,0,0,187
1472,tue-wi36-2OG-r201-2702,0,0,187
1473,tue-wi36-2OG-r217-2702,0,0,187
1474,tue-wi36-2OG-r231-1-2702,0,0,187
1475,tue-wi36-2OG-r231-2-2702,0,0,187
1476,tue-wi36-3OG-r309-1-2702,0,0,187
1477,tue-wi36-3OG-r309-2-2702,0,0,187
1478,tue-wi36-3OG-r309-3-2702,0,0,187
1479,tue-wi36-4OG-r408-2702,0,0,187
1480,tue-wi36-4OG-r408b-1-2702,0,0,187
1481,tue-wi36-4OG-r408b-2-2702,0,0,187
1482,tue-wi36-5OG-r512-1-2702,0,0,187
1483,tue-wi36-5OG-r512-2-2702,2,2,187
1484,tue-wi36-5OG-r512-3-2702,0,0,187
1485,tue-wi36-EG-r002-2702,0,0,187
1486,tue-wi36-EG-r003-1-2702,0,0,187
1487,tue-wi36-EG-r003-3-2702,0,0,187
1488,tue-wi36-EG-r003a-2-2702,0,0,187
1489,tue-wi36-EG-r35-1-2702,0,0,187
1490,tue-wi36-EG-r35-2-2702,0,0,187
1491,tue-wi36-UG-Flur1-1852,0,0,187
1492,tue-wi36-UG-Flur2-1852,0,0,187
1493,tue-wi36-UG-rU23-2702,0,0,187
1494,tue-wi5-1OG-Flur1-2702,0,0,188
1495,tue-wi5-1OG-Flur2-2702,0,0,188
1496,tue-wi5-1OG-Halle-2702,0,0,188
1497,tue-wi5-1OG-r117-2702,0,0,188
1498,tue-wi5-2OG-Flur1-2702,2,2,188
1499,tue-wi5-2OG-Flur2-2702,0,0,188
1500,tue-wi5-EG-Flur-2702,0,0,188
1501,tue-wi5-EG-FlurAnbau-2702,0,0,188
1502,tue-wi5-EG-FlurKopierer-2702,2,2,188
1503,tue-wi5-EG-r002-2702,0,0,188
1504,tue-wi5-EG-r003-2702,0,0,188
1505,tue-wi50-1OG-Bib-Eing-re-2702,0,0,189
1506,tue-wi50-1OG-Bib-hi-links-2702,1,1,189
1507,tue-wi50-1OG-Bib-Infotheke-2702,0,0,189
1508,tue-wi50-1OG-Bibl-Eingang-2702,0,0,189
1509,tue-wi50-1OG-Bib-vo-rechts-2702,0,0,189
1510,tue-wi50-1OG-Flur128G-2702,0,0,189
1511,tue-wi50-1OG-Liegewiese-2702,0,0,189
1512,tue-wi50-1OG-r106-2702,0,0,189
1513,tue-wi50-1OG-r107-2702,0,0,189
1514,tue-wi50-1OG-r119-272,0,0,189
1515,tue-wi50-1OG-r127-2702,0,0,189
1516,tue-wi50-1OG-r128b-2702,0,0,189
1517,tue-wi50-1OG-vor-r120-2702,0,0,189
1518,tue-wi50-1OG-vor-r130A-2702,0,0,189
1519,tue-wi50-1OG-vor-r135-2702,0,0,189
1520,tue-wi50-1OG-vor-r138-2702,0,0,189
1521,tue-wi50-2OG-Flur-r228-2702,0,0,189
1522,tue-wi50-2OG-Flur-r265-2702,2,2,189
1523,tue-wi50-2OG-hi-links-2702,0,0,189
1524,tue-wi50-2OG-r206-2702,0,0,189
1525,tue-wi50-2OG-r215-2702,0,0,189
1526,tue-wi50-2OG-r226-2702,0,0,189
1527,tue-wi50-2OG-r263-Flur-2702,0,0,189
1528,tue-wi50-2OG-r272-2702,2,2,189
1529,tue-wi50-2OG-r272c-2702,0,0,189
1530,tue-wi50-2OG-vo-links-2702,0,0,189
1531,tue-wi50-2OG-vo-Mitte-2702,0,0,189
1532,tue-wi50-2OG-vo-rechts-2702,0,0,189
1533,tue-wi50-2OG-Zeitschriftenzi-2702,0,0,189
1534,tue-wi50-3OG-Flur-r334-2702,0,0,189
1535,tue-wi50-3OG-Flur-r339-2702,0,0,189
1536,tue-wi50-3OG-Flur-r345-2702,1,1,189
1537,tue-wi50-3OG-Flur-r350-2702,0,0,189
1538,tue-wi50-3OG-Flur-r356-2702,0,0,189
1539,tue-wi50-3OG-Flur-r362-2702,1,1,189
1540,tue-wi50-3OG-Flur-r367-2702,0,0,189
1541,tue-wi50-3OG-r313-2702,0,0,189
1542,tue-wi50-3OG-r315-2702,0,0,189
1543,tue-wi50-3OG-r327-2702,0,0,189
1544,tue-wi50-4OG-Flur-r412-2702,1,1,189
1545,tue-wi50-4OG-Flur-r435-2702,0,0,189
1546,tue-wi50-4OG-Flur-r440-2702,0,0,189
1547,tue-wi50-4OG-flur-r444-2702,0,0,189
1548,tue-wi50-4OG-Flur-r451-2702,0,0,189
1549,tue-wi50-4OG-Flur-r464-2702,0,0,189
1550,tue-wi50-4OG-Flur-r468-2702,1,1,189
1551,tue-wi50-4OG-r414-2702,0,0,189
1552,tue-wi50-4OG-r416-2702,0,0,189
1553,tue-wi50-4OG-r418-2702,0,0,189
1554,tue-wi50-5OG-Flur-r536-2702,0,0,189
1555,tue-wi50-5OG-Flur-r542-2702,0,0,189
1556,tue-wi50-5OG-Flur-r550-2702,0,0,189
1557,tue-wi50-5OG-Flur-r558-2702,0,0,189
1558,tue-wi50-5OG-r514-2702,1,1,189
1559,tue-wi50-EG-Cafeteria-hinten-2702,0,0,189
1560,tue-wi50-EG-Cafeteria-vo-2702,0,0,189
1561,tue-wi50-EG-r006-2702,0,0,189
1562,tue-wi50-EG-r015-2702,0,0,189
1563,tue-wi50-EG-r019-2702,2,2,189
1564,tue-wi50-EG-r027-2702,0,0,189
1565,tue-wi50-EG-r030-2702,0,0,189
1566,tue-wi50-EG-r032-2702,0,0,189
1567,tue-wi50-EG-r036-1-2702,0,0,189
1568,tue-wi50-EG-r036-2-2702,0,0,189
1569,tue-wi50-EG-r037-1-2702,0,0,189
1570,tue-wi50-EG-r037-2-2702,0,0,189
1571,tue-wi50-EG-r038d-2702,0,0,189
1572,tue-wi50-EG-vor-r12-2702,0,0,189
1573,tue-wi50-UG-rU02-2702,0,0,189
1574,tue-wi50-UG-rU07-2702,2,2,189
1575,tue-wi56-EG-r148-1131,0,0,190
1576,tue-wi9-1OG-r100-2702,0,0,191
1577,tue-wi9-1OG-r100c-2702,3,3,191
1578,tue-wi9-1OG-r109b-2702,1,1,191
1579,tue-wi9-EG-r1d-2702,1,1,191
1580,tue-wi9-EG-r22-2702,0,0,191
1581,tue-wi9-EG-r7-2702,1,1,191
1582,tue-wi9-na2-EG-r3-2702,0,0,191
1583,tue-wi90-1OG-r108-1142,0,0,192
1584,tue-wi90-2OG-r206-1142,0,0,192
1585,tue-wi90-EG-r002-1142,160,160,192
1586,tue-wi90-EG-r006-1142,0,0,192
